[32m2025-12-21 22:08:54.700[0m | [1mINFO    [0m | [36mknowledge_system.logger[0m:[36minitialize_logging[0m:[36m260[0m | [1mLogging system initialized[0m
   ⚠️  Error evaluating claim 208: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 210/288...
   ⚠️  Error evaluating claim 209: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 211/288...
   ⚠️  Error evaluating claim 210: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 212/288...
   ⚠️  Error evaluating claim 211: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 213/288...
   ⚠️  Error evaluating claim 212: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 214/288...
   ⚠️  Error evaluating claim 213: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 215/288...
   ⚠️  Error evaluating claim 214: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 216/288...
   ⚠️  Error evaluating claim 215: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 217/288...
   ⚠️  Error evaluating claim 216: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 218/288...
   ⚠️  Error evaluating claim 217: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 219/288...
   ⚠️  Error evaluating claim 218: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 220/288...
   ⚠️  Error evaluating claim 219: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 221/288...
   ⚠️  Error evaluating claim 220: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 222/288...
   ⚠️  Error evaluating claim 221: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 223/288...
   ⚠️  Error evaluating claim 222: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 224/288...
   ⚠️  Error evaluating claim 223: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 225/288...
   ⚠️  Error evaluating claim 224: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 226/288...
   ⚠️  Error evaluating claim 225: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 227/288...
   ⚠️  Error evaluating claim 226: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 228/288...
   ⚠️  Error evaluating claim 227: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 229/288...
   ⚠️  Error evaluating claim 228: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 230/288...
   ⚠️  Error evaluating claim 229: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 231/288...
   ⚠️  Error evaluating claim 230: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 232/288...
   ⚠️  Error evaluating claim 231: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 233/288...
   ⚠️  Error evaluating claim 232: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 234/288...
   ⚠️  Error evaluating claim 233: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 235/288...
   ⚠️  Error evaluating claim 234: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 236/288...
   ⚠️  Error evaluating claim 235: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 237/288...
   ⚠️  Error evaluating claim 236: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 238/288...
   ⚠️  Error evaluating claim 237: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 239/288...
   ⚠️  Error evaluating claim 238: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 240/288...
   ⚠️  Error evaluating claim 239: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 241/288...
   ⚠️  Error evaluating claim 240: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 242/288...
   ⚠️  Error evaluating claim 241: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 243/288...
   ⚠️  Error evaluating claim 242: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 244/288...
   ⚠️  Error evaluating claim 243: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 245/288...
   ⚠️  Error evaluating claim 244: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 246/288...
   ⚠️  Error evaluating claim 245: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 247/288...
   ⚠️  Error evaluating claim 246: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 248/288...
   ⚠️  Error evaluating claim 247: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 249/288...
   ⚠️  Error evaluating claim 248: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 250/288...
   ⚠️  Error evaluating claim 249: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 251/288...
   ⚠️  Error evaluating claim 250: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 252/288...
   ⚠️  Error evaluating claim 251: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 253/288...
   ⚠️  Error evaluating claim 252: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 254/288...
   ⚠️  Error evaluating claim 253: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 255/288...
   ⚠️  Error evaluating claim 254: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 256/288...
   ⚠️  Error evaluating claim 255: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 257/288...
   ⚠️  Error evaluating claim 256: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 258/288...
   ⚠️  Error evaluating claim 257: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 259/288...
   ⚠️  Error evaluating claim 258: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 260/288...
   ⚠️  Error evaluating claim 259: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 261/288...
   ⚠️  Error evaluating claim 260: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 262/288...
   ⚠️  Error evaluating claim 261: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 263/288...
   ⚠️  Error evaluating claim 262: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 264/288...
   ⚠️  Error evaluating claim 263: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 265/288...
   ⚠️  Error evaluating claim 264: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 266/288...
   ⚠️  Error evaluating claim 265: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 267/288...
   ⚠️  Error evaluating claim 266: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 268/288...
   ⚠️  Error evaluating claim 267: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 269/288...
   ⚠️  Error evaluating claim 268: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 270/288...
   ⚠️  Error evaluating claim 269: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 271/288...
   ⚠️  Error evaluating claim 270: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 272/288...
   ⚠️  Error evaluating claim 271: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 273/288...
   ⚠️  Error evaluating claim 272: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 274/288...
   ⚠️  Error evaluating claim 273: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 275/288...
   ⚠️  Error evaluating claim 274: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 276/288...
   ⚠️  Error evaluating claim 275: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 277/288...
   ⚠️  Error evaluating claim 276: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 278/288...
   ⚠️  Error evaluating claim 277: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 279/288...
   ⚠️  Error evaluating claim 278: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 280/288...
   ⚠️  Error evaluating claim 279: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 281/288...
   ⚠️  Error evaluating claim 280: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 282/288...
   ⚠️  Error evaluating claim 281: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 283/288...
   ⚠️  Error evaluating claim 282: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 284/288...
   ⚠️  Error evaluating claim 283: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 285/288...
   ⚠️  Error evaluating claim 284: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 286/288...
   ⚠️  Error evaluating claim 285: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 287/288...
   ⚠️  Error evaluating claim 286: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'
   Evaluating claim 288/288...
   ⚠️  Error evaluating claim 287: 'FlagshipEvaluator' object has no attribute 'evaluate_claim'

   ✅ Evaluation complete!
      - 0 claims accepted (>= C-tier)
      - 288 claims rejected

   📊 Tier Distribution:
      - A-tier (≥8): 0 claims
      - B-tier (6-7): 0 claims
      - C-tier (4-5): 0 claims

📝 Generating markdown output...
   ✅ Output saved to: output/AmIiqY2VJkQ_extracted.md

================================================================================
✅ EXTRACTION COMPLETE!
================================================================================

